provincie,instellingsnaam,straatnaam,huisnummer-toevoeging,postcode,plaatsnaam,gemeentenummer,gemeentenaam,telefoonnummer,onderwijstype,latitude,longitude
Flevoland,Kbs De Toekomst,Werfstraat,12,8251 Gp,Dronten,0303,Dronten,0321312483,Basisonderwijs,52.52550557,5.72372399
Flevoland,De Wingerd,Akkerhof,1,8256 Bk,Biddinghuizen,0303,Dronten,0321331329,Basisonderwijs,52.45645413,5.69168421
Flevoland,De Golfslag,Narcisstraat,1,8255 Bs,Swifterbant,0303,Dronten,0321321355,Basisonderwijs,52.56733518,5.63926568
Flevoland,Ikc De Zeearend,Leekerhoek,16,8223 Zr,Lelystad,0995,Lelystad,0320221283,Basisonderwijs,52.52288419,5.48005906
Flevoland,Rooms Katholieke Basisschool Panta Rhei,Slufterplantsoen,2,1316 Kx,Almere,0034,Almere,0365335349,Basisonderwijs,52.38824917,5.22561697
Flevoland,Rooms Katholieke Basisschool De Kring,Schouw 19,1,8232 Hm,Lelystad,0995,Lelystad,0320228060,Basisonderwijs,52.51100903,5.4679243
Flevoland,Ikc De Toermalijn,Galjoen 24,24,8243 Lr,Lelystad,0995,Lelystad,0320246367,Basisonderwijs,52.51045902,5.44034521
Flevoland,Ikc De Boslelie,Wold 22,15,8225 Az,Lelystad,0995,Lelystad,0320230044,Basisonderwijs,52.50427849,5.49082503
Flevoland,Rooms Katholieke Basisonderwijs Crescendo,Luitstraat,9,1312 Lh,Almere,0034,Almere,0365360982,Basisonderwijs,52.37146075,5.18654226
Flevoland,Rooms Katholieke Basisschool 'T Zonnewiel,Bongerdstraat,4,1326 Ab,Almere,0034,Almere,0365376558,Basisonderwijs,52.37507838,5.23866518
Flevoland,Rooms Katholieke Baisschool De Lettertuin,Zonnebloemweg,68,1338 Tv,Almere,0034,Almere,0365370738,Basisonderwijs,52.38639174,5.28028727
Flevoland,Katholieke Jenaplan School De Klimboom,Beursplein,1,8253 Ea,Dronten,0303,Dronten,0321382337,Basisonderwijs,52.53499588,5.69401032
Flevoland,Pirouette,Iepenstraat,1-2,1326 Db,Almere,0034,Almere,0365450425,Basisonderwijs,52.37427413,5.2484512
Flevoland,Het Kristal,Makassarweg,68,1335 Hz,Almere,0034,Almere,0365352513,Basisonderwijs,52.39938085,5.29289289
Flevoland,De Lispeltuut,Pauwenburg,8,8226 Ta,Lelystad,0995,Lelystad,0320219300,Basisonderwijs,52.4931853,5.49891004
Flevoland,De Droomspiegel,Marco Poloroute,60,1363 La,Almere,0034,Almere,0365406060,Basisonderwijs,52.35312761,5.14287143
Flevoland,Ikc De Duinvlinder,Slowakijehof,1,1363 Bd,Almere,0034,Almere,0367676006,Basisonderwijs,52.34746841,5.15323629
Flevoland,Ikc De Woudreus,Marie Curielaan,301,1341 Ba,Almere,0034,Almere,0623179627,Basisonderwijs,52.3617723,5.28021287
Flevoland,Timotheussch,Zuiderwagenplein,11,8224 Ad,Lelystad,0995,Lelystad,0320247917,Basisonderwijs,52.51902045,5.48781359
Flevoland,De Planthof,De Fjord,44,8303 Hl,Emmeloord,0171,Noordoostpolder,0527614823,Basisonderwijs,52.71346069,5.73684043
Flevoland,Gereformeerde Basisschool De Schakel,De Ketting,8,8251 Ld,Dronten,0303,Dronten,0321314552,Basisonderwijs,52.52138212,5.72627095
Flevoland,Basisschool De Helmstok,Volkerakstraat,30,8226 Gs,Lelystad,0995,Lelystad,0320255280,Basisonderwijs,52.49549802,5.48731316
Flevoland,Gereformeerde Basisschool,Almerelaan,18,8321 Jb,Urk,0184,Urk,0527684445,Basisonderwijs,52.66586313,5.60005848
Flevoland,Montessorischool Almere Stad,Randstad 22,113-B,1316 Bw,Almere,0034,Almere,0365376591,Basisonderwijs,52.37976487,5.22866641
Flevoland,Basisschool De Polderhof,Buitenhof,93,1354 Gr,Almere,0034,Almere,0365310271,Basisonderwijs,52.34037983,5.21723434
Flevoland,Basisschool Klaverweide,Rietmeent,136,1357 Cm,Almere,0034,Almere,0365312333,Basisonderwijs,52.33461979,5.2344032
Flevoland,Openbare Basisschool De Flierefluiter,Bosgouw,235,1352 Gw,Almere,0034,Almere,0365491563,Basisonderwijs,52.34538128,5.21255671
Flevoland,Openbare Basisschool Aquamarijn,Meerveldplein,4,1359 Hm,Almere,0034,Almere,0365317155,Basisonderwijs,52.34186326,5.2022254
Flevoland,Basisschool Het Samenspel,Amsterdamweg,11,1324 Rl,Almere,0034,Almere,0365330514,Basisonderwijs,52.36800788,5.20961301
Flevoland,Openbare Basisschool De Achtbaan,Dordrechtplein,2,1324 Vd,Almere,0034,Almere,0367670540,Basisonderwijs,52.36044561,5.20370787
Flevoland,Openbare Basisschool De Kameleon,Lingestraat,34,1316 Cs,Almere,0034,Almere,0365332686,Basisonderwijs,52.38276873,5.22209029
Flevoland,Basisschool De Argonaut,Zaagvisplantsoen,32,1317 Hp,Almere,0034,Almere,0365334863,Basisonderwijs,52.38870425,5.23543896
Flevoland,Openbare Basisschool Digitalis,Rolklaverpad,30,1314 Pe,Almere,0034,Almere,0367670410,Basisonderwijs,52.38268843,5.20799137
Flevoland,De Tjasker,Buitenkruierstraat,2,1333 Eb,Almere,0034,Almere,0365321041,Basisonderwijs,52.39978295,5.27106294
Flevoland,Basisschool De Kring,Wipmolenweg,50,1333 Gs,Almere,0034,Almere,0365321030,Basisonderwijs,52.39724828,5.27388304
Flevoland,Openbare Basisschool De Architect,C. Van Eesterenplein,1,1333 Km,Almere,0034,Almere,0367670630,Basisonderwijs,52.39723576,5.25629834
Flevoland,Openbare Basisschool De Heliotroop,Beemdgrasstraat,12,1313 Cm,Almere,0034,Almere,0367670460,Basisonderwijs,52.38278568,5.19740064
Flevoland,Basisschool Vuurvogel,Ravelplantsoen,5,1323 Et,Almere,0034,Almere,0365360465,Basisonderwijs,52.36455016,5.19554444
Flevoland,Openbare Basisschool Het Spectrum,Regenboogweg,47,1339 Et,Almere,0034,Almere,0365352222,Basisonderwijs,52.39482253,5.29399828
Flevoland,Openbare Basisschool Bommelstein,Markiezenhofstraat,62,1333 Ts,Almere,0034,Almere,0324099448,Basisonderwijs,52.39108314,5.26461744
Flevoland,Openbare Basisschool Polygoon,Hollywoodlaan,109,1325 Ka,Almere,0034,Almere,0365376556,Basisonderwijs,52.37151076,5.23292788
Flevoland,Openbare Basisschool Syncope,Kornetstraat,19,1312 Xe,Almere,0034,Almere,0365361277,Basisonderwijs,52.3742556,5.17842598
Flevoland,Openbare Basisschool De Albatros,Edelhertweg,85,1338 Eb,Almere,0034,Almere,0365328971,Basisonderwijs,52.3848257,5.27332022
Flevoland,Openbare Basisschool De Zevensprong,Danslaan,74,1326 Pl,Almere,0034,Almere,0365491563,Basisonderwijs,52.36444811,5.25714031
Flevoland,Openbare Basisschool Aurora,Aprilstraat,105,1335 Bl,Almere,0034,Almere,0365356077,Basisonderwijs,52.4042578,5.28612657
Flevoland,Openbare Basisschool Het Palet,Johan Jongkindstraat,26,1318 Lw,Almere,0034,Almere,0365353033,Basisonderwijs,52.37893764,5.25158791
Flevoland,Openbare Basisschool De Egelantier,Pieter Van Damstraat,38,1335 Pg,Almere,0034,Almere,0365296818,Basisonderwijs,52.40558932,5.29498157
Flevoland,Obs Letterland,A. Roland Holststraat,58,1321 Rx,Almere,0034,Almere,0365360566,Basisonderwijs,52.35574226,5.17698745
Flevoland,Obs De Archipel,Maldivenweg,45,1339 Pp,Almere,0034,Almere,0365214791,Basisonderwijs,52.39844617,5.30781001
Flevoland,Openbare Basisschool Caleidoscoop,Walt Disneyplantsoen,72,1325 Sx,Almere,0034,Almere,0365353419,Basisonderwijs,52.35920397,5.24184206
