provincie,instellingsnaam,straatnaam,huisnummer-toevoeging,postcode,plaatsnaam,gemeentenummer,gemeentenaam,telefoonnummer,school_type,latitude,longitude
Drenthe,Openbare Basisschool De Esdoorn,Buiskoolstraat,1,7814 RC,EMMEN,0114,EMMEN,0591659848,primary,52.81790847,6.91727483
Drenthe,Openbare Basisschool Emmermeer,Middenhaag,4,7815 LB,EMMEN,0114,EMMEN,0591659896,primary,52.79832723,6.89725325
Drenthe,Openbare Basisschool Angelslo,Smedingeslag,1,7824 HK,EMMEN,0114,EMMEN,0591625269,primary,52.78136133,6.93224371
Drenthe,De Kubus,Houtweg,403,7823 PS,EMMEN,0114,EMMEN,0591622100,primary,52.79266362,6.94127625
Drenthe,Openbare Basisschool op 't Veld,Barnar,5-A,7826 EP,EMMEN,0114,EMMEN,0591629364,primary,52.77179765,6.96019867
Drenthe,Openbare Basisschool De Hesselanden,Wilhelmsweg,85-A,7814 VG,EMMEN,0114,EMMEN,0591673062,primary,52.74786018,6.87053977
Drenthe,Openbare Basisschool Bargeres,Mantingerbrink,203,7812 MD,EMMEN,0114,EMMEN,0591659850,primary,52.76659391,6.88802551
Drenthe,De Bente Openbare Basisschool,Westerdiep OZ,96,7881 HG,EMMER-COMPASCUUM,0114,EMMEN,0591353320,primary,52.79924377,7.04274801
Drenthe,Openbare Basisschool de Mende,Wikkel,5,7881 BA,EMMER-COMPASCUUM,0114,EMMEN,0591351446,primary,52.81374717,7.04745314
Drenthe,Openbare Basisschool De Dreef,Kanaal A NZ,102,7881 KL,EMMER-COMPASCUUM,0114,EMMEN,0591352653,primary,52.80533828,6.98744842
Drenthe,Openbare Basisschool Erica De Anbrenge,Semsstraat,2,7887 AD,ERICA,0114,EMMEN,0591301824,primary,52.71169908,6.92396002
Drenthe,OBS Klazienaveen,Van Echtenstraat,26,7891 LM,KLAZIENAVEEN,0114,EMMEN,0591240000,primary,52.72274853,6.98643494
Drenthe,Openbare Basischool De Bascule,Sportlaan,85,7833 CH,NIEUW-AMSTERDAM,0114,EMMEN,0591552042,primary,52.71095797,6.86105108
Drenthe,Openbare Basisschool Dordse Til,Walevest,10,7885 AK,NIEUW-DORDRECHT,0114,EMMEN,0591390175,primary,52.74992868,6.96390691
Drenthe,Openbare Basisschool 't Koppel,Gedempte Achterdiep,9,7831 CJ,NIEUW-WEERDINGE,0114,EMMEN,0591527089,primary,52.85533814,6.98485421
Drenthe,Openbare Basisschool De Dreske,Roswinkelerstraat,131,7895 AR,ROSWINKEL,0114,EMMEN,0591352907,primary,52.83751856,7.03931385
Drenthe,Openbare Basisschool 't Swarte Meer,De Blokken,22,7894 CL,ZWARTEMEER,0114,EMMEN,0591390213,primary,52.72106293,7.03948622
Drenthe,Openbare basischool De Iemenhof,Spanjaardspad,86,7761 BR,SCHOONEBEEK,0114,EMMEN,0524531231,primary,52.66129119,6.88443694
Drenthe,Openbare Basisschool De Vlonder,Giervalk,20,7827 HX,EMMEN,0114,EMMEN,0591678111,primary,52.74985607,6.88859173
Drenthe,Openbare Basisschool De Lisdodde,Ganzenveld,85,7827 SE,EMMEN,0114,EMMEN,0591677908,primary,52.74777103,6.88286219
Drenthe,Openbare Basisschool Montessori,A.L. Lesturgeonstraat,3,7815 VD,EMMEN,0114,EMMEN,0591659874,primary,52.79443757,6.89424251
Drenthe,Delftlanden,Zandzoom,19,7814 VH,EMMEN,0114,EMMEN,0591685555,primary,52.75389091,6.86222734
Drenthe,Kindcentrum De Schans,Norgerweg,18,9342 PH,EEN,1699,NOORDENVELD,0592656308,primary,53.07546459,6.39724748
Drenthe,Kindcentrum De Hekakker,Brinkhofweide,8,9331 AD,NORG,1699,NOORDENVELD,0592613224,primary,53.06799594,6.46384606
Drenthe,Kindcentrum 't Spectrum,Hereweg,1-D,9321 CL,PEIZE,1699,NOORDENVELD,0505033612,primary,53.1472905,6.50048208
Drenthe,Kindcentrum De Elsakker,Schoolstraat,5,9337 PB,WESTERVELDE,1699,NOORDENVELD,0592613991,primary,53.05364534,6.44047434
Drenthe,Kindcentrum De Eskampen,Boerakkerweg,2-A,9321 EL,PEIZE,1699,NOORDENVELD,0505033158,primary,53.1478363,6.50046522
Drenthe,Kindcentrum De Marke,Molenweg,1,9301 JD,RODEN,1699,NOORDENVELD,0505017434,primary,53.13527862,6.42761372
Drenthe,Kindcentrum De Tandem,Klimop,2,9301 PK,RODEN,1699,NOORDENVELD, ,primary,53.14445308,6.42060358
Drenthe,Kindcentrum Het Valkhof,Schonauwen,2,9301 SP,RODEN,1699,NOORDENVELD,0505017300,primary,53.13759721,6.4093991
Drenthe,Kindcentrum De Poolster,Zevenhuisterweg,3,9311 VA,NIEUW-RODEN,1699,NOORDENVELD,0505017772,primary,53.12821286,6.3927282
Drenthe,Kindcentrum De Flint,J.P. Santeeweg,109,9312 TA,NIETAP,1699,NOORDENVELD,0594514649,primary,53.15603112,6.40554646
Drenthe,Kindcentrum Het Palet,Hoofdstraat,21-B,9315 PA,RODERWOLDE,1699,NOORDENVELD,0505033551,primary,53.1677332,6.47020405
Drenthe,Sint Gerardus,Splitting,145,7826 CT,EMMEN,0114,EMMEN,0591622465,primary,52.77228122,6.9603346
Drenthe,St Frans School,Harm Tiesingstraat,2,7815 JJ,EMMEN,0114,EMMEN,0591658985,primary,52.80122068,6.89730858
Drenthe,St Josephschool,Kerklaan,26,9564 PA,ZANDBERG,1681,BORGER-ODOORN,0599413230,primary,52.91864115,7.02484715
Drenthe,Rooms Katholieke Christelijke Basisschool De Banier,De Blokken,16,7894 CL,ZWARTEMEER,0114,EMMEN,0591313193,primary,52.72077317,7.03787746
Drenthe,Rooms Katholieke Basisschool Sint Theresia,Postweg,131,7884 PJ,BARGER-COMPASCUUM,0114,EMMEN,0591349275,primary,52.7550683,7.04063468
Drenthe,RKPC Basisschool Het Compas,Wikkel,3,7881 BA,EMMER-COMPASCUUM,0114,EMMEN,0591352677,primary,52.81372766,7.04742262
Drenthe,Rooms Katholieke Basisschool Vredeveld,Tuinstraat,5-E,9404 KK,ASSEN,0106,ASSEN,0592317620,primary,52.98829342,6.57781232
Drenthe,Rooms Katholieke Basisschool Mariaschool,Boomgaard,1-B,9761 TM,EELDE,1730,TYNAARLO,0503093460,primary,53.13728399,6.57438306
Drenthe,Rooms Katholieke Basisschool De Brummelbos,Omhaal,33,7887 CD,ERICA,0114,EMMEN,0591302200,primary,52.71513826,6.92838755
Drenthe,Maria in Campisschool,Echtenstraat,1,9402 JA,ASSEN,0106,ASSEN,0592340684,primary,53.00375314,6.55535091
Drenthe,Kardinaal Alfrink-School,Geuzingerbrink,74,7812 NX,EMMEN,0114,EMMEN,0591658635,primary,52.76541946,6.88523041
Drenthe,St Henricus-School,Jhr M W C de Jongestraat,26,7891 KN,KLAZIENAVEEN,0114,EMMEN,0591312366,primary,52.72311858,6.99306438
Drenthe,Kristalla,Houtweg,402,7823 PS,EMMEN,0114,EMMEN,0591622657,primary,52.79265068,6.94135619
Drenthe,Pastoor Middelkoopschool,Meridiaan,154,7891 EK,KLAZIENAVEEN,0114,EMMEN,0591313012,primary,52.72961818,6.99232513
Drenthe,Rooms Katholieke Basisschool De Diedeldoorn,Boskraai,76,7827 JV,EMMEN,0114,EMMEN,0591632020,primary,52.74895225,6.89467826
Drenthe,Protestants Christelijke Basisschool De Wegwijzer,Nieuwstraat,17,7927 PJ,ALTEVEER GEM DE WOLDEN,1690,DE WOLDEN,0528361622,primary,52.67597963,6.4872298
Drenthe,Christelijke Basisschool De Regenboog,Jan Naardingweg,56,7914 PN,NOORDSCHESCHUT,0118,HOOGEVEEN,0528341268,primary,52.72445858,6.53827018
Drenthe,Protestants Christelijke Basisschool De Hoeksteen,Hoogeveensche Vaart,34,7912 TB,NIEUWEROORD,0118,HOOGEVEEN,0528341405,primary,52.7252421,6.56384139
Drenthe,Prot Chr Basisschool,De Spil,7,7918 AX,NIEUWLANDE,0118,HOOGEVEEN,0528351301,primary,52.69530438,6.60895383
Drenthe,Protestants Christelijke Basisschool De Palm,Langewijk,110,7916 PT,ELIM,0118,HOOGEVEEN,0528352384,primary,52.68001958,6.5815037
Drenthe,De Morgenster,Grote Beer,38,7904 LW,HOOGEVEEN,0118,HOOGEVEEN,0528231110,primary,52.72437635,6.50857895
Drenthe,Juliana van Stolbergschool,K de Raadstraat,6,7902 JD,HOOGEVEEN,0118,HOOGEVEEN,0528262655,primary,52.72324039,6.48552608
Drenthe,'t Kofschip,Booyenverlaat,11,7908 EE,HOOGEVEEN,0118,HOOGEVEEN,0528275571,primary,52.71504744,6.45048238
Drenthe,De Sprong,Boekenberghstraat,12,7906 GA,HOOGEVEEN,0118,HOOGEVEEN,0528225550,primary,52.71520124,6.48156803
Drenthe,Het Palet,Van Goghlaan,5,7901 GK,HOOGEVEEN,0118,HOOGEVEEN,0528262460,primary,52.72203081,6.46942068
Drenthe,Weidebloem,Schweitzerstraat,21,7909 AV,HOOGEVEEN,0118,HOOGEVEEN,0528265274,primary,52.72191914,6.45991499
Drenthe,De Krullevaar,Koekoeklaan,1,7905 HJ,HOOGEVEEN,0118,HOOGEVEEN,0528264606,primary,52.7178583,6.4970095
Drenthe,De Regenboog,Tilber,1,7908 PB,HOOGEVEEN,0118,HOOGEVEEN,0528276995,primary,52.72031598,6.4432093
Drenthe,Evangelische Basisschool de Fontein,Mimosastraat,2,7906 PK,HOOGEVEEN,0118,HOOGEVEEN,0528745020,primary,52.71641877,6.48844859
Drenthe,Vrije School Assen,Tuinstraat,1,9404 KK,ASSEN,0106,ASSEN,0592309105,primary,52.99002206,6.57891604
Drenthe,Toermalijn,Julianastraat,22,7941 JC,MEPPEL,0119,MEPPEL,0522253343,primary,52.69356157,6.19364882
Drenthe,Basisschool De Stroeten,Stroetweg,10,7812 BA,EMMEN,0114,EMMEN,0591610531,primary,52.77110152,6.88058754
Flevoland,Islamitische Basisschool Al Iman,Harderwijkoever,3,1324 HA,ALMERE,0034,ALMERE,0365304737,primary,52.3612166,5.20968181
Flevoland,Al-Ihsaan,Schor,7,8224 CM,LELYSTAD,0995,LELYSTAD,0320213849,primary,52.51325418,5.49184403
Flevoland,Basisschool De Ark,Middenhof,210,1354 EV,ALMERE,0034,ALMERE,0365310289,primary,52.34046444,5.21499727
Flevoland,Basisschool de Driemaster,Tegelenpad,2,1324 DS,ALMERE,0034,ALMERE,0365331399,primary,52.36071002,5.2080422
Flevoland,Basisschool de Ichthus,Rijnweg,10,1316 EP,ALMERE,0034,ALMERE,0365332746,primary,52.38355209,5.22494491
Flevoland,Basisschool het Kompas,Binnenkruierstraat,5,1333 EC,ALMERE,0034,ALMERE,0365321065,primary,52.39798932,5.27317574
Flevoland,RK Jenaplanschool De Sterrenzee,Vrijmark,114,1355 GK,ALMERE,0034,ALMERE,0365310112,primary,52.34378371,5.22514065
Flevoland,Basisschool de Regenboog,Klipgriend,1,1356 GA,ALMERE,0034,ALMERE,0365314937,primary,52.33958914,5.23680352
Flevoland,Protestants Christelijke Basisschool de Lichtboei,Luitstraat,7,1312 LH,ALMERE,0034,ALMERE,0365361595,primary,52.37131927,5.18709329
Flevoland,Basisschool De Olijfboom,Bongerdstraat,2,1326 AB,ALMERE,0034,ALMERE,0365376557,primary,52.37508283,5.23792225
Flevoland,Protestants Christelijke Basisschool de Buitenburcht,Zonnebloemweg,66,1338 TV,ALMERE,0034,ALMERE,0365329271,primary,52.38668937,5.27989254
Flevoland,Basisschool De Kraanvogel,Perzikstraat,24,1326 HN,ALMERE,0034,ALMERE,0365354527,primary,52.36982643,5.25117377
Flevoland,De Omnibus,J.J. Slauerhoffstraat,53,1321 HE,ALMERE,0034,ALMERE,0365363125,primary,52.35650344,5.18197487
Flevoland,Protestants Christelijke Basisschool De Dukdalf,Makassarweg,68,1335 HZ,ALMERE,0034,ALMERE,0365325089,primary,52.39938085,5.29289289
Flevoland,De Optimist,Hildo Kropstraat,20,1328 BC,ALMERE,0034,ALMERE,0365369060,primary,52.37565572,5.26018647
Flevoland,Oecumenische Daltonschool De Windwijzer,Kraaiennest,4,1319 DA,ALMERE,0034,ALMERE,0365240540,primary,52.38971394,5.17748398
Flevoland,Het Drieluik,Ten Harmsen v.d. Beekpad,4,1336 BK,ALMERE,0034,ALMERE,0365295623,primary,52.40442845,5.3151874
Flevoland,De Kleine Wereld,Heliumweg,61,1362 JA,ALMERE,0034,ALMERE,0367670240,primary,52.34977285,5.15839053
Flevoland,De Ruimte,Nimfenplein,1,1363 SV,ALMERE,0034,ALMERE,0367671688,primary,52.35760917,5.15319783
Flevoland,De Verwondering,Richard Feynmanstraat,7,1341 DL,ALMERE,0034,ALMERE,0367671730,primary,52.35935208,5.28629032
Flevoland,De Verbeelding,Burchard de Volderstraat,19,1349 HJ,ALMERE,0034,ALMERE,0362005546,primary,52.34459667,5.31353256
Flevoland,SWS De Fladderiep,Voorstraat,5,8317 AG,KRAGGENBURG,0171,NOORDOOSTPOLDER,0527252884,primary,52.66261033,5.89898841
Flevoland,Rooms Katholieke Basisschool De Horizon,Arnoldus van Bockholtstr,3,8307 AX,ENS,0171,NOORDOOSTPOLDER,0527251537,primary,52.63523522,5.82685874
Flevoland,De Trimaran,Oosteinde,2-A,8316 BL,MARKNESSE,0171,NOORDOOSTPOLDER,0527203177,primary,52.71025898,5.86649721
Flevoland,SWS De Kring,Ring,17,8308 AL,NAGELE,0171,NOORDOOSTPOLDER,0527652940,primary,52.64601394,5.72412891
Flevoland,De Akkerbloem,Graaf Florislaan,18,8312 AX,CREIL,0171,NOORDOOSTPOLDER,0527274242,primary,52.76407582,5.65699012
Flevoland,Oecumenische basisschool De Ark,Het Laantje,6,8311 AZ,ESPEL,0171,NOORDOOSTPOLDER,0527271638,primary,52.72608905,5.64455922
Flevoland,Albert Schweitzer-School,Skagerrak,11,8303 VA,EMMELOORD,0171,NOORDOOSTPOLDER,0527613159,primary,52.71144085,5.73608446
Flevoland,St Joseph School,Prof. Lorentzstraat,4,8302 AS,EMMELOORD,0171,NOORDOOSTPOLDER,0527613373,primary,52.71224409,5.75581629
Flevoland,cbs De Koperwiek,Lijsterbesstraat,32,8302 CN,EMMELOORD,0171,NOORDOOSTPOLDER,0527697988,primary,52.71393571,5.7510576
Flevoland,CBS De Triangel,Reijdersant,17,8303 XL,EMMELOORD,0171,NOORDOOSTPOLDER,0527612625,primary,52.706839,5.73319225
Flevoland,De Leeuwerik,Sportweg,52-A,8313 AR,RUTTEN,0171,NOORDOOSTPOLDER,0527262847,primary,52.80285709,5.6943614
Flevoland,CBS De Lichtboei,Scheer,1,8303 KN,EMMELOORD,0171,NOORDOOSTPOLDER,0527698644,primary,52.71296565,5.72780969
Flevoland,CBS 't Kompas,Sondelstraat,4,8304 GA,EMMELOORD,0171,NOORDOOSTPOLDER,0527613253,primary,52.7031415,5.76403968
Flevoland,CBS Op de Wieken,Fazantendrift,2,8309 AM,TOLLEBEEK,0171,NOORDOOSTPOLDER,0527651489,primary,52.67798669,5.67393837
Flevoland,De Bunder,Zuidwend,4,8314 AA,BANT,0171,NOORDOOSTPOLDER,0527261447,primary,52.76653057,5.7510429
Flevoland,CBS Het Lichtschip,Sportweg,24,8307 AN,ENS,0171,NOORDOOSTPOLDER,0527251712,primary,52.63823332,5.82783418
Flevoland,o.b.s. De Carrousel,Lijsterbesstraat,34,8302 CN,EMMELOORD,0171,NOORDOOSTPOLDER,0527612261,primary,52.71379317,5.75110909
Flevoland,Roderik van Voorstschool,Skagerrak,1,8303 VA,EMMELOORD,0171,NOORDOOSTPOLDER,0527612321,primary,52.71320199,5.73618725
Flevoland,De Keerkring,Meteorenstraat,104,8303 BB,EMMELOORD,0171,NOORDOOSTPOLDER,0527698880,primary,52.70390419,5.73890338
Flevoland,De Zevensprong,Ellertsveld,15,8302 JD,EMMELOORD,0171,NOORDOOSTPOLDER,0527788688,primary,52.71809682,5.74196241
Flevoland,Windkracht 10,Pampuspad,45,8304 DR,EMMELOORD,0171,NOORDOOSTPOLDER,0527616674,primary,52.703387,5.7631393
Flevoland,De Regenboog,Sportweg,22,8307 AN,ENS,0171,NOORDOOSTPOLDER,0527251664,primary,52.63807555,5.82675418
Flevoland,s.w.s. De Floreant,Sportstraat,26,8315 AM,LUTTELGEEST,0171,NOORDOOSTPOLDER,0527202306,primary,52.74269488,5.85011855
Flevoland,a.z.s. De Wissel,Oosterringweg,41-B,8315 PS,LUTTELGEEST,0171,NOORDOOSTPOLDER,0527202006,primary,52.76344799,5.82050932
Flevoland,SWS De Sprang,Fazantendrift,4,8309 AM,TOLLEBEEK,0171,NOORDOOSTPOLDER,0527651497,primary,52.67749105,5.67449701
Flevoland,Kindcentrum Emmelhage,T Karel v Lohuizensngl,6-A,8302 ZH,EMMELOORD,0171,NOORDOOSTPOLDER,0527221026,primary,52.72479768,5.73796814
Flevoland,Christelijk Basisschool De Verbinding,Haagbeukweg,36-38,1326 CR,ALMERE,0034,ALMERE,0365374061,primary,52.37415403,5.24401153
Flevoland,Gereformeerde Basisschool In de Lichtkring,Naarderweg,2,3891 DK,ZEEWOLDE,0050,ZEEWOLDE,0365223265,primary,52.33336747,5.5301017
Flevoland,Kbs de Toekomst,Werfstraat,12,8251 GP,DRONTEN,0303,DRONTEN,0321312483,primary,52.52550557,5.72372399
Flevoland,De Wingerd,Akkerhof,1,8256 BK,BIDDINGHUIZEN,0303,DRONTEN,0321331329,primary,52.45645413,5.69168421
Flevoland,De Golfslag,Narcisstraat,1,8255 BS,SWIFTERBANT,0303,DRONTEN,0321321355,primary,52.56733518,5.63926568
Flevoland,IKC de Zeearend,Leekerhoek,16,8223 ZR,LELYSTAD,0995,LELYSTAD,0320221283,primary,52.52288419,5.48005906
Flevoland,Rooms Katholieke Basisschool Panta Rhei,Slufterplantsoen,2,1316 KX,ALMERE,0034,ALMERE,0365335349,primary,52.38824917,5.22561697
Flevoland,Rooms Katholieke Basisschool de Kring,Schouw 19,1,8232 HM,LELYSTAD,0995,LELYSTAD,0320228060,primary,52.51100903,5.4679243
Flevoland,IKC De Toermalijn,Galjoen 24,24,8243 LR,LELYSTAD,0995,LELYSTAD,0320246367,primary,52.51045902,5.44034521
Flevoland,IKC de Boslelie,Wold 22,15,8225 AZ,LELYSTAD,0995,LELYSTAD,0320230044,primary,52.50427849,5.49082503
Flevoland,Rooms Katholieke Basisonderwijs Crescendo,Luitstraat,9,1312 LH,ALMERE,0034,ALMERE,0365360982,primary,52.37146075,5.18654226
Flevoland,Rooms Katholieke Basisschool 't Zonnewiel,Bongerdstraat,4,1326 AB,ALMERE,0034,ALMERE,0365376558,primary,52.37507838,5.23866518
Flevoland,Rooms Katholieke Baisschool de Lettertuin,Zonnebloemweg,68,1338 TV,ALMERE,0034,ALMERE,0365370738,primary,52.38639174,5.28028727
Flevoland,Katholieke Jenaplan School De Klimboom,Beursplein,1,8253 EA,DRONTEN,0303,DRONTEN,0321382337,primary,52.53499588,5.69401032
Flevoland,Pirouette,Iepenstraat,1-2,1326 DB,ALMERE,0034,ALMERE,0365450425,primary,52.37427413,5.2484512
Flevoland,Het Kristal,Makassarweg,68,1335 HZ,ALMERE,0034,ALMERE,0365352513,primary,52.39938085,5.29289289
Flevoland,De Lispeltuut,Pauwenburg,8,8226 TA,LELYSTAD,0995,LELYSTAD,0320219300,primary,52.4931853,5.49891004
Flevoland,De Droomspiegel,Marco Poloroute,60,1363 LA,ALMERE,0034,ALMERE,0365406060,primary,52.35312761,5.14287143
Flevoland,IKC De Duinvlinder,Slowakijehof,1,1363 BD,ALMERE,0034,ALMERE,0367676006,primary,52.34746841,5.15323629
Flevoland,IKC De Woudreus,Marie Curielaan,301,1341 BA,ALMERE,0034,ALMERE,0623179627,primary,52.3617723,5.28021287
Flevoland,Timotheussch,Zuiderwagenplein,11,8224 AD,LELYSTAD,0995,LELYSTAD,0320247917,primary,52.51902045,5.48781359
Flevoland,De Planthof,De Fjord,44,8303 HL,EMMELOORD,0171,NOORDOOSTPOLDER,0527614823,primary,52.71346069,5.73684043
Flevoland,Gereformeerde Basisschool De Schakel,De Ketting,8,8251 LD,DRONTEN,0303,DRONTEN,0321314552,primary,52.52138212,5.72627095
Flevoland,Basisschool De Helmstok,Volkerakstraat,30,8226 GS,LELYSTAD,0995,LELYSTAD,0320255280,primary,52.49549802,5.48731316
Flevoland,Gereformeerde Basisschool,Almerelaan,18,8321 JB,URK,0184,URK,0527684445,primary,52.66586313,5.60005848
Flevoland,Montessorischool Almere Stad,Randstad 22,113-B,1316 BW,ALMERE,0034,ALMERE,0365376591,primary,52.37976487,5.22866641
Flevoland,Basisschool De Polderhof,Buitenhof,93,1354 GR,ALMERE,0034,ALMERE,0365310271,primary,52.34037983,5.21723434
Flevoland,Basisschool Klaverweide,Rietmeent,136,1357 CM,ALMERE,0034,ALMERE,0365312333,primary,52.33461979,5.2344032
Flevoland,Openbare Basisschool De Flierefluiter,Bosgouw,235,1352 GW,ALMERE,0034,ALMERE,0365491563,primary,52.34538128,5.21255671
Flevoland,Openbare Basisschool Aquamarijn,Meerveldplein,4,1359 HM,ALMERE,0034,ALMERE,0365317155,primary,52.34186326,5.2022254
Flevoland,Basisschool het Samenspel,Amsterdamweg,11,1324 RL,ALMERE,0034,ALMERE,0365330514,primary,52.36800788,5.20961301
Flevoland,Openbare Basisschool De Achtbaan,Dordrechtplein,2,1324 VD,ALMERE,0034,ALMERE,0367670540,primary,52.36044561,5.20370787
Flevoland,Openbare Basisschool De Kameleon,Lingestraat,34,1316 CS,ALMERE,0034,ALMERE,0365332686,primary,52.38276873,5.22209029
Flevoland,Basisschool De Argonaut,Zaagvisplantsoen,32,1317 HP,ALMERE,0034,ALMERE,0365334863,primary,52.38870425,5.23543896
Flevoland,Openbare basisschool Digitalis,Rolklaverpad,30,1314 PE,ALMERE,0034,ALMERE,0367670410,primary,52.38268843,5.20799137
Flevoland,De Tjasker,Buitenkruierstraat,2,1333 EB,ALMERE,0034,ALMERE,0365321041,primary,52.39978295,5.27106294
Flevoland,Basisschool De Kring,Wipmolenweg,50,1333 GS,ALMERE,0034,ALMERE,0365321030,primary,52.39724828,5.27388304
Flevoland,Openbare Basisschool De Architect,C. van Eesterenplein,1,1333 KM,ALMERE,0034,ALMERE,0367670630,primary,52.39723576,5.25629834
Flevoland,Openbare basisschool De Heliotroop,Beemdgrasstraat,12,1313 CM,ALMERE,0034,ALMERE,0367670460,primary,52.38278568,5.19740064
Flevoland,Basisschool Vuurvogel,Ravelplantsoen,5,1323 ET,ALMERE,0034,ALMERE,0365360465,primary,52.36455016,5.19554444
Flevoland,Openbare Basisschool Het Spectrum,Regenboogweg,47,1339 ET,ALMERE,0034,ALMERE,0365352222,primary,52.39482253,5.29399828
Flevoland,Openbare Basisschool Bommelstein,Markiezenhofstraat,62,1333 TS,ALMERE,0034,ALMERE,0324099448,primary,52.39108314,5.26461744
Flevoland,Openbare Basisschool Polygoon,Hollywoodlaan,109,1325 KA,ALMERE,0034,ALMERE,0365376556,primary,52.37151076,5.23292788
Flevoland,Openbare Basisschool Syncope,Kornetstraat,19,1312 XE,ALMERE,0034,ALMERE,0365361277,primary,52.3742556,5.17842598
Flevoland,Openbare Basisschool de Albatros,Edelhertweg,85,1338 EB,ALMERE,0034,ALMERE,0365328971,primary,52.3848257,5.27332022
Flevoland,Openbare Basisschool de Zevensprong,Danslaan,74,1326 PL,ALMERE,0034,ALMERE,0365491563,primary,52.36444811,5.25714031
Flevoland,Openbare Basisschool Aurora,Aprilstraat,105,1335 BL,ALMERE,0034,ALMERE,0365356077,primary,52.4042578,5.28612657
Flevoland,Openbare Basisschool Het Palet,Johan Jongkindstraat,26,1318 LW,ALMERE,0034,ALMERE,0365353033,primary,52.37893764,5.25158791
Flevoland,Openbare Basisschool De Egelantier,Pieter van Damstraat,38,1335 PG,ALMERE,0034,ALMERE,0365296818,primary,52.40558932,5.29498157
Flevoland,OBS Letterland,A. Roland Holststraat,58,1321 RX,ALMERE,0034,ALMERE,0365360566,primary,52.35574226,5.17698745
Flevoland,OBS De Archipel,Maldivenweg,45,1339 PP,ALMERE,0034,ALMERE,0365214791,primary,52.39844617,5.30781001
Flevoland,Openbare Basisschool Caleidoscoop,Walt Disneyplantsoen,72,1325 SX,ALMERE,0034,ALMERE,0365353419,primary,52.35920397,5.24184206
Flevoland,OBS De Compositie,Chagallweg,10,1328 LE,ALMERE,0034,ALMERE,0367671573,primary,52.37300372,5.26876379
Flevoland,Openbare Basisschool Het Meesterwerk,El Grecostraat,171,1328 ST,ALMERE,0034,ALMERE,0365239002,primary,52.36889683,5.26893931
Flevoland,De Ontdekking,Kraaiennest,6,1319 DA,ALMERE,0034,ALMERE,0365487050,primary,52.38945165,5.17769729
Flevoland,Het Avontuur,Catootjepad,6,1336 JG,ALMERE,0034,ALMERE,0365406363,primary,52.40124188,5.32085615
Flevoland,Columbusschool,Marco Poloroute,56,1363 LA,ALMERE,0034,ALMERE,0367670150,primary,52.35354896,5.14328683
Flevoland,Algemeen Bijzondere Basisschool Het Universum,Max Planckstraat,74,1341 DA,ALMERE,0034,ALMERE,0367671562,primary,52.35887756,5.28517086
Flevoland,Openbare Basisschool De Zeeraket,Muiderzandweg,4,1361 BS,ALMERE,0034,ALMERE,0367670221,primary,52.3371331,5.14717115
Flevoland,Basisschool de Notelaar,Boreasplein,2,1363 SM,ALMERE,0034,ALMERE,0643010569,primary,52.35882363,5.1535814
Flevoland,Montessori Campus 0-18 (primair onderwijs),Rosalind Franklinweg,4,1341 HZ,ALMERE,0034,ALMERE, ,primary,52.36661119,5.28753499
Flevoland,De Pauw,Burchard de Volderstraat,19,1349 HJ,ALMERE,0034,ALMERE,0367676888,primary,52.34459667,5.31353256
Flevoland,Openbare Basisschool 'T Wold,Flevoweg,68,3891 CB,ZEEWOLDE,0050,ZEEWOLDE,0365221501,primary,52.33171823,5.53700481
Flevoland,Protestants Christelijke Basisschool De Regenboog,Keteldiep,50,3891 CN,ZEEWOLDE,0050,ZEEWOLDE,0365221556,primary,52.33323418,5.5361458
Flevoland,Openbare Basisschool De Dukdalf,Beursplein,6,8253 EA,DRONTEN,0303,DRONTEN,0321382858,primary,52.53579752,5.69489088
Flevoland,Openbare basisschool Aquamarijn,De Ketting,16,8251 LD,DRONTEN,0303,DRONTEN,0321382918,primary,52.52002661,5.72571541
Flevoland,Samenwerkingsschool De Brandaris,Westland,6,8251 VX,DRONTEN,0303,DRONTEN,0321316066,primary,52.51173672,5.72287929
Flevoland,Daltonschool De Schatkamer,Akkerhof,1,8256 BK,BIDDINGHUIZEN,0303,DRONTEN,0321331502,primary,52.45645413,5.69168421
Flevoland,Openbare Basisschool De Duykeldam,De Lange Streek,30,8255 AR,SWIFTERBANT,0303,DRONTEN,0321321417,primary,52.57008133,5.63687715
Flevoland,De Tamarisk,Akkerhof,1,8256 BK,BIDDINGHUIZEN,0303,DRONTEN,0321331766,primary,52.45645413,5.69168421
Flevoland,Het Zuiderlicht,Langstraat,48,8251 VH,DRONTEN,0303,DRONTEN,0321315943,primary,52.51222298,5.72347541
Flevoland,Het Kompas,Concourslaan,2,8252 GJ,DRONTEN,0303,DRONTEN,0321313235,primary,52.51574097,5.70627161
