PROVINCIE,INSTELLINGSNAAM,STRAATNAAM,HUISNUMMER-TOEVOEGING,POSTCODE,PLAATSNAAM,GEMEENTENUMMER,GEMEENTENAAM,TELEFOONNUMMER,school_type
Drenthe,St Frans School,Harm Tiesingstraat,2,7815 JJ,EMMEN,0114,EMMEN,0591658985,primary
Drenthe,St Josephschool,Kerklaan,26,9564 PA,ZANDBERG,1681,BORGER-ODOORN,0599413230,primary
Drenthe,Rooms Katholieke Christelijke Basisschool De Banier,De Blokken,16,7894 CL,ZWARTEMEER,0114,EMMEN,0591313193,primary
Drenthe,Rooms Katholieke Basisschool Sint Theresia,Postweg,131,7884 PJ,BARGER-COMPASCUUM,0114,EMMEN,0591349275,primary
Drenthe,RKPC Basisschool Het Compas,Wikkel,3,7881 BA,EMMER-COMPASCUUM,0114,EMMEN,0591352677,primary
Drenthe,Rooms Katholieke Basisschool Vredeveld,Tuinstraat,5-E,9404 KK,ASSEN,0106,ASSEN,0592317620,primary
Drenthe,Rooms Katholieke Basisschool Mariaschool,Boomgaard,1-B,9761 TM,EELDE,1730,TYNAARLO,0503093460,primary
Drenthe,Rooms Katholieke Basisschool De Brummelbos,Omhaal,33,7887 CD,ERICA,0114,EMMEN,0591302200,primary
Drenthe,Maria in Campisschool,Echtenstraat,1,9402 JA,ASSEN,0106,ASSEN,0592340684,primary
Drenthe,Kardinaal Alfrink-School,Geuzingerbrink,74,7812 NX,EMMEN,0114,EMMEN,0591658635,primary
Drenthe,St Henricus-School,Jhr M W C de Jongestraat,26,7891 KN,KLAZIENAVEEN,0114,EMMEN,0591312366,primary
Drenthe,Kristalla,Houtweg,402,7823 PS,EMMEN,0114,EMMEN,0591622657,primary
Drenthe,Pastoor Middelkoopschool,Meridiaan,154,7891 EK,KLAZIENAVEEN,0114,EMMEN,0591313012,primary
Drenthe,Rooms Katholieke Basisschool De Diedeldoorn,Boskraai,76,7827 JV,EMMEN,0114,EMMEN,0591632020,primary
Drenthe,Protestants Christelijke Basisschool De Wegwijzer,Nieuwstraat,17,7927 PJ,ALTEVEER GEM DE WOLDEN,1690,DE WOLDEN,0528361622,primary
Drenthe,Christelijke Basisschool De Regenboog,Jan Naardingweg,56,7914 PN,NOORDSCHESCHUT,0118,HOOGEVEEN,0528341268,primary
Drenthe,Protestants Christelijke Basisschool De Hoeksteen,Hoogeveensche Vaart,34,7912 TB,NIEUWEROORD,0118,HOOGEVEEN,0528341405,primary
Drenthe,Prot Chr Basisschool,De Spil,7,7918 AX,NIEUWLANDE,0118,HOOGEVEEN,0528351301,primary
Drenthe,Protestants Christelijke Basisschool De Palm,Langewijk,110,7916 PT,ELIM,0118,HOOGEVEEN,0528352384,primary
Drenthe,De Morgenster,Grote Beer,38,7904 LW,HOOGEVEEN,0118,HOOGEVEEN,0528231110,primary
Drenthe,Juliana van Stolbergschool,K de Raadstraat,6,7902 JD,HOOGEVEEN,0118,HOOGEVEEN,0528262655,primary
Drenthe,'t Kofschip,Booyenverlaat,11,7908 EE,HOOGEVEEN,0118,HOOGEVEEN,0528275571,primary
Drenthe,De Sprong,Boekenberghstraat,12,7906 GA,HOOGEVEEN,0118,HOOGEVEEN,0528225550,primary
Drenthe,Het Palet,Van Goghlaan,5,7901 GK,HOOGEVEEN,0118,HOOGEVEEN,0528262460,primary
Drenthe,Weidebloem,Schweitzerstraat,21,7909 AV,HOOGEVEEN,0118,HOOGEVEEN,0528265274,primary
Drenthe,De Krullevaar,Koekoeklaan,1,7905 HJ,HOOGEVEEN,0118,HOOGEVEEN,0528264606,primary
Drenthe,De Regenboog,Tilber,1,7908 PB,HOOGEVEEN,0118,HOOGEVEEN,0528276995,primary
Drenthe,Evangelische Basisschool de Fontein,Mimosastraat,2,7906 PK,HOOGEVEEN,0118,HOOGEVEEN,0528745020,primary
Drenthe,Vrije School Assen,Tuinstraat,1,9404 KK,ASSEN,0106,ASSEN,0592309105,primary
Drenthe,Toermalijn,Julianastraat,22,7941 JC,MEPPEL,0119,MEPPEL,0522253343,primary
Drenthe,Basisschool De Stroeten,Stroetweg,10,7812 BA,EMMEN,0114,EMMEN,0591610531,primary
Flevoland,Islamitische Basisschool Al Iman,Harderwijkoever,3,1324 HA,ALMERE,0034,ALMERE,0365304737,primary
Flevoland,Al-Ihsaan,Schor,7,8224 CM,LELYSTAD,0995,LELYSTAD,0320213849,primary
Flevoland,Basisschool De Ark,Middenhof,210,1354 EV,ALMERE,0034,ALMERE,0365310289,primary
Flevoland,Basisschool de Driemaster,Tegelenpad,2,1324 DS,ALMERE,0034,ALMERE,0365331399,primary
Flevoland,Basisschool de Ichthus,Rijnweg,10,1316 EP,ALMERE,0034,ALMERE,0365332746,primary
Flevoland,Basisschool het Kompas,Binnenkruierstraat,5,1333 EC,ALMERE,0034,ALMERE,0365321065,primary
Flevoland,RK Jenaplanschool De Sterrenzee,Vrijmark,114,1355 GK,ALMERE,0034,ALMERE,0365310112,primary
Flevoland,Basisschool de Regenboog,Klipgriend,1,1356 GA,ALMERE,0034,ALMERE,0365314937,primary
Flevoland,Protestants Christelijke Basisschool de Lichtboei,Luitstraat,7,1312 LH,ALMERE,0034,ALMERE,0365361595,primary
Flevoland,Basisschool De Olijfboom,Bongerdstraat,2,1326 AB,ALMERE,0034,ALMERE,0365376557,primary
Flevoland,Protestants Christelijke Basisschool de Buitenburcht,Zonnebloemweg,66,1338 TV,ALMERE,0034,ALMERE,0365329271,primary
Flevoland,Basisschool De Kraanvogel,Perzikstraat,24,1326 HN,ALMERE,0034,ALMERE,0365354527,primary
Flevoland,De Omnibus,J.J. Slauerhoffstraat,53,1321 HE,ALMERE,0034,ALMERE,0365363125,primary
Flevoland,Protestants Christelijke Basisschool De Dukdalf,Makassarweg,68,1335 HZ,ALMERE,0034,ALMERE,0365325089,primary
Flevoland,De Optimist,Hildo Kropstraat,20,1328 BC,ALMERE,0034,ALMERE,0365369060,primary
Flevoland,Oecumenische Daltonschool De Windwijzer,Kraaiennest,4,1319 DA,ALMERE,0034,ALMERE,0365240540,primary
Flevoland,Het Drieluik,Ten Harmsen v.d. Beekpad,4,1336 BK,ALMERE,0034,ALMERE,0365295623,primary
Flevoland,De Kleine Wereld,Heliumweg,61,1362 JA,ALMERE,0034,ALMERE,0367670240,primary
Flevoland,De Ruimte,Nimfenplein,1,1363 SV,ALMERE,0034,ALMERE,0367671688,primary
Flevoland,De Verwondering,Richard Feynmanstraat,7,1341 DL,ALMERE,0034,ALMERE,0367671730,primary
Flevoland,De Verbeelding,Burchard de Volderstraat,19,1349 HJ,ALMERE,0034,ALMERE,0362005546,primary
Flevoland,SWS De Fladderiep,Voorstraat,5,8317 AG,KRAGGENBURG,0171,NOORDOOSTPOLDER,0527252884,primary
Flevoland,Rooms Katholieke Basisschool De Horizon,Arnoldus van Bockholtstr,3,8307 AX,ENS,0171,NOORDOOSTPOLDER,0527251537,primary
Flevoland,De Trimaran,Oosteinde,2-A,8316 BL,MARKNESSE,0171,NOORDOOSTPOLDER,0527203177,primary
Flevoland,SWS De Kring,Ring,17,8308 AL,NAGELE,0171,NOORDOOSTPOLDER,0527652940,primary
Flevoland,De Akkerbloem,Graaf Florislaan,18,8312 AX,CREIL,0171,NOORDOOSTPOLDER,0527274242,primary
Flevoland,Oecumenische basisschool De Ark,Het Laantje,6,8311 AZ,ESPEL,0171,NOORDOOSTPOLDER,0527271638,primary
Flevoland,Albert Schweitzer-School,Skagerrak,11,8303 VA,EMMELOORD,0171,NOORDOOSTPOLDER,0527613159,primary
Flevoland,St Joseph School,Prof. Lorentzstraat,4,8302 AS,EMMELOORD,0171,NOORDOOSTPOLDER,0527613373,primary
Flevoland,cbs De Koperwiek,Lijsterbesstraat,32,8302 CN,EMMELOORD,0171,NOORDOOSTPOLDER,0527697988,primary
Flevoland,CBS De Triangel,Reijdersant,17,8303 XL,EMMELOORD,0171,NOORDOOSTPOLDER,0527612625,primary
Flevoland,De Leeuwerik,Sportweg,52-A,8313 AR,RUTTEN,0171,NOORDOOSTPOLDER,0527262847,primary
Flevoland,CBS De Lichtboei,Scheer,1,8303 KN,EMMELOORD,0171,NOORDOOSTPOLDER,0527698644,primary
Flevoland,CBS 't Kompas,Sondelstraat,4,8304 GA,EMMELOORD,0171,NOORDOOSTPOLDER,0527613253,primary
Flevoland,CBS Op de Wieken,Fazantendrift,2,8309 AM,TOLLEBEEK,0171,NOORDOOSTPOLDER,0527651489,primary
Flevoland,De Bunder,Zuidwend,4,8314 AA,BANT,0171,NOORDOOSTPOLDER,0527261447,primary
Flevoland,CBS Het Lichtschip,Sportweg,24,8307 AN,ENS,0171,NOORDOOSTPOLDER,0527251712,primary
Flevoland,o.b.s. De Carrousel,Lijsterbesstraat,34,8302 CN,EMMELOORD,0171,NOORDOOSTPOLDER,0527612261,primary
Flevoland,Roderik van Voorstschool,Skagerrak,1,8303 VA,EMMELOORD,0171,NOORDOOSTPOLDER,0527612321,primary
Flevoland,De Keerkring,Meteorenstraat,104,8303 BB,EMMELOORD,0171,NOORDOOSTPOLDER,0527698880,primary
Flevoland,De Zevensprong,Ellertsveld,15,8302 JD,EMMELOORD,0171,NOORDOOSTPOLDER,0527788688,primary
Flevoland,Windkracht 10,Pampuspad,45,8304 DR,EMMELOORD,0171,NOORDOOSTPOLDER,0527616674,primary
Flevoland,De Regenboog,Sportweg,22,8307 AN,ENS,0171,NOORDOOSTPOLDER,0527251664,primary
Flevoland,s.w.s. De Floreant,Sportstraat,26,8315 AM,LUTTELGEEST,0171,NOORDOOSTPOLDER,0527202306,primary
Flevoland,a.z.s. De Wissel,Oosterringweg,41-B,8315 PS,LUTTELGEEST,0171,NOORDOOSTPOLDER,0527202006,primary
Flevoland,SWS De Sprang,Fazantendrift,4,8309 AM,TOLLEBEEK,0171,NOORDOOSTPOLDER,0527651497,primary
Flevoland,Kindcentrum Emmelhage,T Karel v Lohuizensngl,6-A,8302 ZH,EMMELOORD,0171,NOORDOOSTPOLDER,0527221026,primary
Flevoland,Christelijk Basisschool De Verbinding,Haagbeukweg,36-38,1326 CR,ALMERE,0034,ALMERE,0365374061,primary
Flevoland,Gereformeerde Basisschool In de Lichtkring,Naarderweg,2,3891 DK,ZEEWOLDE,0050,ZEEWOLDE,0365223265,primary
Flevoland,Kbs de Toekomst,Werfstraat,12,8251 GP,DRONTEN,0303,DRONTEN,0321312483,primary
Flevoland,De Wingerd,Akkerhof,1,8256 BK,BIDDINGHUIZEN,0303,DRONTEN,0321331329,primary
Flevoland,De Golfslag,Narcisstraat,1,8255 BS,SWIFTERBANT,0303,DRONTEN,0321321355,primary
Flevoland,IKC de Zeearend,Leekerhoek,16,8223 ZR,LELYSTAD,0995,LELYSTAD,0320221283,primary
Flevoland,Rooms Katholieke Basisschool Panta Rhei,Slufterplantsoen,2,1316 KX,ALMERE,0034,ALMERE,0365335349,primary
Flevoland,Rooms Katholieke Basisschool de Kring,Schouw 19,1,8232 HM,LELYSTAD,0995,LELYSTAD,0320228060,primary
Flevoland,IKC De Toermalijn,Galjoen 24,24,8243 LR,LELYSTAD,0995,LELYSTAD,0320246367,primary
Flevoland,IKC de Boslelie,Wold 22,15,8225 AZ,LELYSTAD,0995,LELYSTAD,0320230044,primary
Flevoland,Rooms Katholieke Basisonderwijs Crescendo,Luitstraat,9,1312 LH,ALMERE,0034,ALMERE,0365360982,primary
Flevoland,Rooms Katholieke Basisschool 't Zonnewiel,Bongerdstraat,4,1326 AB,ALMERE,0034,ALMERE,0365376558,primary
Flevoland,Rooms Katholieke Baisschool de Lettertuin,Zonnebloemweg,68,1338 TV,ALMERE,0034,ALMERE,0365370738,primary
Flevoland,Katholieke Jenaplan School De Klimboom,Beursplein,1,8253 EA,DRONTEN,0303,DRONTEN,0321382337,primary
Flevoland,Pirouette,Iepenstraat,1-2,1326 DB,ALMERE,0034,ALMERE,0365450425,primary
Flevoland,Het Kristal,Makassarweg,68,1335 HZ,ALMERE,0034,ALMERE,0365352513,primary
Flevoland,De Lispeltuut,Pauwenburg,8,8226 TA,LELYSTAD,0995,LELYSTAD,0320219300,primary
Flevoland,De Droomspiegel,Marco Poloroute,60,1363 LA,ALMERE,0034,ALMERE,0365406060,primary
Flevoland,IKC De Duinvlinder,Slowakijehof,1,1363 BD,ALMERE,0034,ALMERE,0367676006,primary
Flevoland,IKC De Woudreus,Marie Curielaan,301,1341 BA,ALMERE,0034,ALMERE,0623179627,primary
Flevoland,Timotheussch,Zuiderwagenplein,11,8224 AD,LELYSTAD,0995,LELYSTAD,0320247917,primary
Flevoland,De Planthof,De Fjord,44,8303 HL,EMMELOORD,0171,NOORDOOSTPOLDER,0527614823,primary
Flevoland,Gereformeerde Basisschool De Schakel,De Ketting,8,8251 LD,DRONTEN,0303,DRONTEN,0321314552,primary
Flevoland,Basisschool De Helmstok,Volkerakstraat,30,8226 GS,LELYSTAD,0995,LELYSTAD,0320255280,primary
Flevoland,Gereformeerde Basisschool,Almerelaan,18,8321 JB,URK,0184,URK,0527684445,primary
Flevoland,Montessorischool Almere Stad,Randstad 22,113-B,1316 BW,ALMERE,0034,ALMERE,0365376591,primary
Flevoland,Basisschool De Polderhof,Buitenhof,93,1354 GR,ALMERE,0034,ALMERE,0365310271,primary
Flevoland,Basisschool Klaverweide,Rietmeent,136,1357 CM,ALMERE,0034,ALMERE,0365312333,primary
Flevoland,Openbare Basisschool De Flierefluiter,Bosgouw,235,1352 GW,ALMERE,0034,ALMERE,0365491563,primary
Flevoland,Openbare Basisschool Aquamarijn,Meerveldplein,4,1359 HM,ALMERE,0034,ALMERE,0365317155,primary
Flevoland,Basisschool het Samenspel,Amsterdamweg,11,1324 RL,ALMERE,0034,ALMERE,0365330514,primary
Flevoland,Openbare Basisschool De Achtbaan,Dordrechtplein,2,1324 VD,ALMERE,0034,ALMERE,0367670540,primary
Flevoland,Openbare Basisschool De Kameleon,Lingestraat,34,1316 CS,ALMERE,0034,ALMERE,0365332686,primary
Flevoland,Basisschool De Argonaut,Zaagvisplantsoen,32,1317 HP,ALMERE,0034,ALMERE,0365334863,primary
Flevoland,Openbare basisschool Digitalis,Rolklaverpad,30,1314 PE,ALMERE,0034,ALMERE,0367670410,primary
Flevoland,De Tjasker,Buitenkruierstraat,2,1333 EB,ALMERE,0034,ALMERE,0365321041,primary
Flevoland,Basisschool De Kring,Wipmolenweg,50,1333 GS,ALMERE,0034,ALMERE,0365321030,primary
Flevoland,Openbare Basisschool De Architect,C. van Eesterenplein,1,1333 KM,ALMERE,0034,ALMERE,0367670630,primary
Flevoland,Openbare basisschool De Heliotroop,Beemdgrasstraat,12,1313 CM,ALMERE,0034,ALMERE,0367670460,primary
Flevoland,Basisschool Vuurvogel,Ravelplantsoen,5,1323 ET,ALMERE,0034,ALMERE,0365360465,primary
Flevoland,Openbare Basisschool Het Spectrum,Regenboogweg,47,1339 ET,ALMERE,0034,ALMERE,0365352222,primary
Flevoland,Openbare Basisschool Bommelstein,Markiezenhofstraat,62,1333 TS,ALMERE,0034,ALMERE,0324099448,primary
Flevoland,Openbare Basisschool Polygoon,Hollywoodlaan,109,1325 KA,ALMERE,0034,ALMERE,0365376556,primary
Flevoland,Openbare Basisschool Syncope,Kornetstraat,19,1312 XE,ALMERE,0034,ALMERE,0365361277,primary
Flevoland,Openbare Basisschool de Albatros,Edelhertweg,85,1338 EB,ALMERE,0034,ALMERE,0365328971,primary
Flevoland,Openbare Basisschool de Zevensprong,Danslaan,74,1326 PL,ALMERE,0034,ALMERE,0365491563,primary
Flevoland,Openbare Basisschool Aurora,Aprilstraat,105,1335 BL,ALMERE,0034,ALMERE,0365356077,primary
Flevoland,Openbare Basisschool Het Palet,Johan Jongkindstraat,26,1318 LW,ALMERE,0034,ALMERE,0365353033,primary
Flevoland,Openbare Basisschool De Egelantier,Pieter van Damstraat,38,1335 PG,ALMERE,0034,ALMERE,0365296818,primary
Flevoland,OBS Letterland,A. Roland Holststraat,58,1321 RX,ALMERE,0034,ALMERE,0365360566,primary
Flevoland,OBS De Archipel,Maldivenweg,45,1339 PP,ALMERE,0034,ALMERE,0365214791,primary
Flevoland,Openbare Basisschool Caleidoscoop,Walt Disneyplantsoen,72,1325 SX,ALMERE,0034,ALMERE,0365353419,primary
Flevoland,OBS De Compositie,Chagallweg,10,1328 LE,ALMERE,0034,ALMERE,0367671573,primary
Flevoland,Openbare Basisschool Het Meesterwerk,El Grecostraat,171,1328 ST,ALMERE,0034,ALMERE,0365239002,primary
Flevoland,De Ontdekking,Kraaiennest,6,1319 DA,ALMERE,0034,ALMERE,0365487050,primary
Flevoland,Het Avontuur,Catootjepad,6,1336 JG,ALMERE,0034,ALMERE,0365406363,primary
Flevoland,Columbusschool,Marco Poloroute,56,1363 LA,ALMERE,0034,ALMERE,0367670150,primary
Flevoland,Algemeen Bijzondere Basisschool Het Universum,Max Planckstraat,74,1341 DA,ALMERE,0034,ALMERE,0367671562,primary
Flevoland,Openbare Basisschool De Zeeraket,Muiderzandweg,4,1361 BS,ALMERE,0034,ALMERE,0367670221,primary
Flevoland,Basisschool de Notelaar,Boreasplein,2,1363 SM,ALMERE,0034,ALMERE,0643010569,primary
Flevoland,Montessori Campus 0-18 (primair onderwijs),Rosalind Franklinweg,4,1341 HZ,ALMERE,0034,ALMERE, ,primary
Flevoland,De Pauw,Burchard de Volderstraat,19,1349 HJ,ALMERE,0034,ALMERE,0367676888,primary
Flevoland,Openbare Basisschool 'T Wold,Flevoweg,68,3891 CB,ZEEWOLDE,0050,ZEEWOLDE,0365221501,primary
Flevoland,Protestants Christelijke Basisschool De Regenboog,Keteldiep,50,3891 CN,ZEEWOLDE,0050,ZEEWOLDE,0365221556,primary
Flevoland,Openbare Basisschool De Dukdalf,Beursplein,6,8253 EA,DRONTEN,0303,DRONTEN,0321382858,primary
Flevoland,Openbare basisschool Aquamarijn,De Ketting,16,8251 LD,DRONTEN,0303,DRONTEN,0321382918,primary
Flevoland,Samenwerkingsschool De Brandaris,Westland,6,8251 VX,DRONTEN,0303,DRONTEN,0321316066,primary
Flevoland,Daltonschool De Schatkamer,Akkerhof,1,8256 BK,BIDDINGHUIZEN,0303,DRONTEN,0321331502,primary
Flevoland,Openbare Basisschool De Duykeldam,De Lange Streek,30,8255 AR,SWIFTERBANT,0303,DRONTEN,0321321417,primary
Flevoland,De Tamarisk,Akkerhof,1,8256 BK,BIDDINGHUIZEN,0303,DRONTEN,0321331766,primary
Flevoland,Het Zuiderlicht,Langstraat,48,8251 VH,DRONTEN,0303,DRONTEN,0321315943,primary
Flevoland,Het Kompas,Concourslaan,2,8252 GJ,DRONTEN,0303,DRONTEN,0321313235,primary
Flevoland,Aan Boord,Lijzijde,23,8251 CW,DRONTEN,0303,DRONTEN,0321381710,primary
Flevoland,De Branding,Zuidsingel,32,8255 CH,SWIFTERBANT,0303,DRONTEN,0321321437,primary
Flevoland,Samenwerkingsschool Het Wilgerys,Lancasterdreef,65,8251 TJ,DRONTEN,0303,DRONTEN,0321315904,primary
Flevoland,De Wetering,De Verbeelding,27,3892 HZ,ZEEWOLDE,0050,ZEEWOLDE,0365223671,primary
Flevoland,Openbare Basisschool Flevosprong,De Barrage,2,8252 GW,DRONTEN,0303,DRONTEN,0321318524,primary
Flevoland,Protestants Christelijke Basisschool De Zevensprong,Beursplein,3,8253 EA,DRONTEN,0303,DRONTEN,0321382648,primary
Flevoland,RK Basisschool De Toermalijn,Jade,49,3893 EB,ZEEWOLDE,0050,ZEEWOLDE,0365226020,primary
Flevoland,Het Mozaiek,Jade,41,3893 EB,ZEEWOLDE,0050,ZEEWOLDE,0365358000,primary
Flevoland,Openbare Basisschool Panta Rhei,Gedempte Gracht,17,3894 BA,ZEEWOLDE,0050,ZEEWOLDE,0365226303,primary
Flevoland,Kaleidoscoop,Gedempte Gracht,25,3894 BA,ZEEWOLDE,0050,ZEEWOLDE,0365234593,primary
Flevoland,De Vuurtoren,Middelgronden,17,8223 ZL,LELYSTAD,0995,LELYSTAD,0320221768,primary
Flevoland,De Regenboog,Voorhof,4,8212 CA,LELYSTAD,0995,LELYSTAD,0320226181,primary
Flevoland,De Windroos,Karveel 22,28,8231 BG,LELYSTAD,0995,LELYSTAD,0320221451,primary
Flevoland,De Lepelaar,Kempenaar 14,58,8231 VW,LELYSTAD,0995,LELYSTAD,0320240583,primary
Flevoland,Openbare Basisschool De Optimist,Schor,5,8224 CM,LELYSTAD,0995,LELYSTAD,0320767690,primary
Flevoland,De Boeier,Karveel 49,19,8242 VS,LELYSTAD,0995,LELYSTAD,0320222178,primary
Flevoland,De Albatros,Kogge 02,25,8242 AL,LELYSTAD,0995,LELYSTAD,0320240672,primary
Flevoland,De Meander,Pauwenburg,4,8226 TA,LELYSTAD,0995,LELYSTAD,0320240521,primary
Flevoland,De Grundel,Gondel 22,17,8243 CA,LELYSTAD,0995,LELYSTAD,0320222422,primary
Flevoland,De Driemaster,Wold 15,73,8225 AG,LELYSTAD,0995,LELYSTAD,0320243434,primary
Flevoland,De Tjotter,Kennemerland,19,8245 ER,LELYSTAD,0995,LELYSTAD,0320250153,primary
Flevoland,De Finnjol,Jol 24,54,8243 GR,LELYSTAD,0995,LELYSTAD,0320243424,primary
Flevoland,De Triangel,Buizerdweg,27,8245 AA,LELYSTAD,0995,LELYSTAD,0320250103,primary
Flevoland,De Tjalk,Tjalk 22,45,8232 MA,LELYSTAD,0995,LELYSTAD,0320250445,primary
Flevoland,De Brink,Griend 25,18,8225 SC,LELYSTAD,0995,LELYSTAD,0320240444,primary
Flevoland,De Poolster,Oostzeestraat,38,8226 BA,LELYSTAD,0995,LELYSTAD,0320250514,primary
Flevoland,De Sluis,Binnendijk,198,8244 AJ,LELYSTAD,0995,LELYSTAD,0320260919,primary
Flevoland,Kindcentrum Warande,Haagwinde,2,8245 HW,LELYSTAD,0995,LELYSTAD,0320255959,primary
Flevoland,School van Vrede,Pieter van Damstraat,36,1335 PG,ALMERE,0034,ALMERE,0686274578,primary
Flevoland,Vrije School Lelystad,Maasstraat,29,8226 LP,LELYSTAD,0995,LELYSTAD,0320203004,primary
Flevoland,Basisschool Eben Haezer,Vogelsant,8,8303 ZR,EMMELOORD,0171,NOORDOOSTPOLDER,0527612536,primary
Flevoland,Johannes Calvijnschool,Almerelaan,19,8321 JA,URK,0184,URK,0527682354,primary
Flevoland,Dr Maarten Luther,Lange Dam,27,8321 XP,URK,0184,URK,0527682751,primary
Flevoland,Dominee E du Marchie van Voorthuysen Basisschool,Munnikplaat,8,8321 RJ,URK,0184,URK,0527683808,primary
Flevoland,Petrus Dathenusschool,Vlechttuinen,3,8322 BA,URK,0184,URK,0527682909,primary
Flevoland,Basisschool Wilhelmina,Almerelaan,16,8321 JB,URK,0184,URK,0527686898,primary
Flevoland,Basisschool De Regenboog,Boterbloemstraat,23,8321 XG,URK,0184,URK,0527686904,primary
Flevoland,Basisschool C. Zeeman,Middelbuurt,118,8321 ZE,URK,0184,URK,0527686892,primary
Flevoland,Basisschool Pr Beatrix,De Lier,2,8322 AK,URK,0184,URK,0527686902,primary
Flevoland,Basisschool Groen van Prinsterer,Grote Fok,24,8321 VW,URK,0184,URK,0527686896,primary
Flevoland,Basisschool Harmpje Visser,Clausstraat,2,8322 GH,URK,0184,URK,0527686884,primary
Flevoland,Frits Bodebasisschool,Nagel,1,8321 RG,URK,0184,URK,0527686894,primary
Flevoland,Ichthus,Middelgronden,17,8223 ZL,LELYSTAD,0995,LELYSTAD,0320221612,primary
Flevoland,De Wingerd,Voorhof,1,8212 CA,LELYSTAD,0995,LELYSTAD,0320222745,primary
Flevoland,Het Mozaiek,Kempenaar 21,6,8231 GD,LELYSTAD,0995,LELYSTAD,0320240536,primary
Flevoland,3Sprong,Pauwenburg,2,8226 TA,LELYSTAD,0995,LELYSTAD,0320258025,primary
Flevoland,Horizon,Wold 18,26,8225 AN,LELYSTAD,0995,LELYSTAD,0320247920,primary
Flevoland,De Schakel,Botter 40,77,8243 KW,LELYSTAD,0995,LELYSTAD,0320250919,primary
Flevoland,Driestromenland,Voorstraat,336,8226 KA,LELYSTAD,0995,LELYSTAD,0320251393,primary
Flevoland,CBS Stella Nova,Wederiklaan,400,8245 MA,LELYSTAD,0995,LELYSTAD, ,primary
Flevoland,Vrije School Almere,Lierstraat,7,1312 JZ,ALMERE,0034,ALMERE,0365363147,primary
Flevoland,Vrijeschool Oosterwold,Danslaan,60,1326 NA,ALMERE,0034,ALMERE,0365363147,primary
Friesland,Samenwerkingsschool Yn de Mande,F Hendrik Gasaustr,22,9166 RB,SCHIERMONNIKOOG,0088,SCHIERMONNIKOOG,0519531387,primary
Friesland,Basisschool De Jutter,Lutinelaan,3,8899 BD,VLIELAND,0096,VLIELAND,0562452772,primary
Friesland,Master Frankeskoalle,Eilansgrien,17,9264 TB,EARNEWALD,0737,TYTSJERKSTERADIEL,0511539509,primary
Friesland,Christelijke Basisschool 'T Jok,Duinweg Hoorn,1,8896 KK,HOORN FR,0093,TERSCHELLING,0562448787,primary
Friesland,Ds Vossersschool voor Christelijk Basisonderwijs,Dennenweg,4,8881 CJ,WEST-TERSCHELLING,0093,TERSCHELLING,0562798001,primary
Friesland,'t Hunnighouwersgat,Zuid Midslandweg,19-A,8891 GH,MIDSLAND,0093,TERSCHELLING,0562448568,primary
Friesland,Prinses Margriet-School,Dennenweg,4,8881 CJ,WEST-TERSCHELLING,0093,TERSCHELLING,0562798004,primary
Friesland,'t Jok,Duinweg Hoorn,1-A,8896 KK,HOORN FR,0093,TERSCHELLING,0562448569,primary
Friesland,School Matthijsje,Oosterstreek,23,8388 NA,OOSTERSTREEK,0098,WESTSTELLINGWERF,0561432690,primary
Friesland,School Met De Bijbel De Griffel,Siniastrjitte,13,9134 NX,LJUSSENS,1970,NOARDEAST-FRYSLAN,0519321989,primary
Friesland,Leeuwarderschoolvereniging,Jelsumerstraat,10,8917 EN,LEEUWARDEN,0080,LEEUWARDEN,0582126618,primary
Friesland,Christelijke Basisschool Bij de Boarne,Suderom,2,9212 PS,BOORNBERGUM,0090,SMALLINGERLAND,0512382126,primary
Friesland,Samenwerkingsschool De Diamant,Buorren,34-F,9216 WE,OUDEGA SMALLINGERLAND,0090,SMALLINGERLAND,0512371473,primary
Friesland,Samenwerkingsschool De Frissel,Smidswei,13-A,9222 NA,DRACHTSTERCOMPAGNIE,0090,SMALLINGERLAND,0512341274,primary
Friesland,Samenwerkingsschool De Leister Igge,Healwei,3,9218 RH,OPEINDE,0090,SMALLINGERLAND,0512372400,primary
Friesland,Christelijke Basisschool Het Anker,De Frisia,150,9207 CZ,DRACHTEN,0090,SMALLINGERLAND,0512545133,primary
Friesland,Het Mozaiek,Middelwyk,2,9202 GV,DRACHTEN,0090,SMALLINGERLAND,0512544530,primary
Friesland,De Spreng,Klaverweide,46,9203 GC,DRACHTEN,0090,SMALLINGERLAND,0512545042,primary
Friesland,De Linebeam,Dorsvloer,3,9205 BN,DRACHTEN,0090,SMALLINGERLAND,0512545404,primary
Friesland,Christelijke Basisschool De Voorde,Flevo,186,9204 JT,DRACHTEN,0090,SMALLINGERLAND,0512545344,primary
Friesland,It Ambyld,Handwerkerszijde,46,9201 CP,DRACHTEN,0090,SMALLINGERLAND,0512545550,primary
Friesland,Basisschool De Tarissing Christelijk Basisonderwijs,De Wygeast,10,9294 KN,ALDWALD,1970,NOARDEAST-FRYSLAN,0511452500,primary
Friesland,Christelijke Basisschool Bernewird,Raarderwei,8,9156 AC,BOARNWERT,1970,NOARDEAST-FRYSLAN,0519297245,primary
Friesland,Christelijke Basisschool De Rank,Roptawei,7,9123 JA,MITSELWIER,1970,NOARDEAST-FRYSLAN,0519241817,primary
